caseID,activity_chain,next_activity
1-716989377,"['Accepted - In Progress', 'Accepted - Wait - User', 'Accepted - Wait - User']",Queued - Awaiting Assignment
1-716989377,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Assigned']",Accepted - In Progress
1-716989377,"['Accepted - In Progress', 'Accepted - Wait', 'Accepted - Wait - User']",Accepted - In Progress
1-716989377,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-717021893,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-717021893,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Wait - Customer']",Completed - Resolved
1-717021893,"['Completed - Resolved', 'Completed - Closed']",end
1-717027282,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait - User']",Accepted - Wait - User
1-717027282,"['Accepted - Wait - User', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Wait - Implementation
1-717027282,"['Accepted - Wait - Implementation', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Wait
1-717027282,"['Accepted - Wait', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Assigned
1-717027282,"['Accepted - Assigned', 'Accepted - In Progress', 'Accepted - Wait - User']",Queued - Awaiting Assignment
1-717027282,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Wait - Implementation']",Accepted - In Progress
1-717027282,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait - Implementation']",Accepted - Assigned
1-717027282,"['Accepted - Assigned', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-717027282,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Accepted - Wait - User
1-717027282,"['Accepted - Wait - User', 'Completed - Resolved', 'Completed - Closed']",end
1-717067711,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-717067711,"['Accepted - In Progress', 'Accepted - Wait', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-717067711,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Assigned']",Accepted - In Progress
1-717067711,"['Accepted - In Progress', 'Accepted - Wait', 'Accepted - In Progress']",Completed - Resolved
1-717067711,"['Completed - Resolved', 'Completed - Closed']",end
1-717113861,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - In Progress']",Accepted - Assigned
1-717113861,"['Accepted - Assigned', 'Accepted - In Progress', 'Accepted - Wait']",Accepted - Wait - User
1-717113861,"['Accepted - Wait - User', 'Completed - Resolved', 'Completed - Closed']",Queued - Awaiting Assignment
1-717113861,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Assigned']",Accepted - In Progress
1-717113861,"['Accepted - In Progress', 'Accepted - Wait', 'Accepted - Wait - User']",Accepted - In Progress
1-717113861,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-717126508,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-717126508,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Accepted - Wait - User
1-717126508,"['Accepted - Wait - User', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Assigned
1-717126508,"['Accepted - Assigned', 'Accepted - In Progress', 'Accepted - Wait - User']",Completed - Resolved
1-717126508,"['Completed - Resolved', 'Completed - Closed']",end
1-717137957,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-717137957,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-717137957,"['Accepted - In Progress', 'Accepted - Wait - User', 'Accepted - Wait - User']",Accepted - In Progress
1-717137957,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-717173812,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-717173812,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Completed - Resolved
1-717173812,"['Completed - Resolved', 'Completed - Closed']",end
1-717197709,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-717197709,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Wait
1-717197709,"['Accepted - Wait', 'Completed - Resolved', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-717197709,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Wait - Implementation']",Queued - Awaiting Assignment
1-717197709,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-717197709,['Completed - Closed'],end
1-717207263,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Assigned']",Accepted - In Progress
1-717207263,"['Accepted - In Progress', 'Accepted - Wait - User', 'Completed - Resolved']",Completed - Closed
1-717207263,['Completed - Closed'],end
1-717210101,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-717210101,['Completed - Closed'],end
1-717227518,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",Completed - In Call
1-717227518,"['Completed - In Call', 'Accepted - In Progress', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-717227518,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Wait - Implementation']",Accepted - Wait - Implementation
1-717227518,"['Accepted - Wait - Implementation', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Wait
1-717227518,"['Accepted - Wait', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Assigned
1-717227518,"['Accepted - Assigned', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-717227518,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-717227518,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-717227518,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Accepted - Wait - Implementation
1-717227518,"['Accepted - Wait - Implementation', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-717227518,"['Queued - Awaiting Assignment', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Assigned
1-717227518,"['Accepted - Assigned', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-717227518,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Accepted - Assigned
1-717227518,"['Accepted - Assigned', 'Accepted - In Progress', 'Completed - Resolved']",Accepted - In Progress
1-717227518,"['Accepted - In Progress', 'Completed - Resolved', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-717227518,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Wait']",Completed - Resolved
1-717227518,"['Completed - Resolved', 'Completed - Closed']",end
1-717228961,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-717228961,"['Accepted - In Progress', 'Accepted - Wait', 'Accepted - Wait - User']",Completed - Resolved
1-717228961,"['Completed - Resolved', 'Completed - Closed']",end
1-717275031,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-717275031,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-717275031,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-717275031,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-717275031,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Assigned']",Accepted - In Progress
1-717275031,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Assigned
1-717275031,"['Accepted - Assigned', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-717275031,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Accepted - Wait - Implementation
1-717275031,"['Accepted - Wait - Implementation', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Assigned
1-717275031,"['Accepted - Assigned', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-717275031,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-717275031,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-717275031,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Accepted - Wait - Implementation
1-717275031,"['Accepted - Wait - Implementation', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Wait - Implementation
1-717275031,"['Accepted - Wait - Implementation', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-717275031,['Completed - Closed'],end
1-717283611,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-717283611,"['Accepted - In Progress', 'Accepted - Wait - User', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-717283611,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Accepted - Wait - Vendor
1-717283611,"['Accepted - Wait - Vendor', 'Queued - Awaiting Assignment', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-717283611,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Assigned
1-717283611,"['Accepted - Assigned', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-717283611,['Completed - Closed'],end
1-717331011,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-717331011,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-717331011,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-717331011,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait']",Accepted - In Progress
1-717331011,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-717333026,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait - Implementation']",Completed - Resolved
1-717333026,"['Completed - Resolved', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Wait - Implementation
1-717333026,"['Accepted - Wait - Implementation', 'Completed - Resolved', 'Completed - Closed']",end
1-717397801,"['Queued - Awaiting Assignment', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Wait - User
1-717397801,"['Accepted - Wait - User', 'Accepted - In Progress', 'Accepted - Wait - User']",Completed - Resolved
1-717397801,"['Completed - Resolved', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Completed - Resolved
1-717397801,"['Completed - Resolved', 'Completed - Closed']",end
1-717413361,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-717413361,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-717413361,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Assigned']",Accepted - In Progress
1-717413361,"['Accepted - In Progress', 'Accepted - Wait - User', 'Accepted - Wait - Vendor']",Queued - Awaiting Assignment
1-717413361,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Assigned']",Accepted - In Progress
1-717413361,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Assigned
1-717413361,"['Accepted - Assigned', 'Accepted - In Progress', 'Accepted - Wait - Vendor']",Completed - Resolved
1-717413361,"['Completed - Resolved', 'Completed - Closed', 'Accepted - In Progress']",Accepted - In Progress
1-717413361,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-717413361,"['Completed - Closed', 'Completed - Closed', 'Accepted - In Progress']",Completed - Resolved
1-717413361,"['Completed - Resolved', 'Completed - Closed']",end
1-717419109,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-717419109,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Wait - User
1-717419109,"['Accepted - Wait - User', 'Completed - Resolved', 'Completed - Closed']",end
1-717431477,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait']",Accepted - In Progress
1-717431477,"['Accepted - In Progress', 'Accepted - Wait - User', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-717431477,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-717431477,['Completed - Closed'],end
1-717446378,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-717446378,"['Accepted - In Progress', 'Accepted - Wait - User', 'Queued - Awaiting Assignment']",Queued - Awaiting Assignment
1-717446378,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Wait - User']",Queued - Awaiting Assignment
1-717446378,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-717446378,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Wait
1-717446378,"['Accepted - Wait', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Wait
1-717446378,"['Accepted - Wait', 'Accepted - In Progress', 'Accepted - Wait - User']",Accepted - Assigned
1-717446378,"['Accepted - Assigned', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-717446378,['Completed - Closed'],end
1-717491930,"['Accepted - In Progress', 'Accepted - In Progress', 'Completed - In Call']",Accepted - In Progress
1-717491930,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-717684213,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait']",Accepted - In Progress
1-717684213,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-717714208,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-717714208,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-717714208,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Wait - Implementation']",Accepted - In Progress
1-717714208,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",Accepted - In Progress
