caseID,activity_chain,next_activity,global_timestamps,local_timestamps
175497,"[3, 3, 5]",5,"[0.0, 0.0062050359712230215, 0.006384892086330935]","[0.0, 0.0203240058910162, 0.000589101620029455]"
175497,"[5, 5, 5]",5,"[0.3116906474820144, 0.44121702637889687, 0.441726618705036]","[1.0, 0.4242513500245459, 0.0016691212567501227]"
175497,"[5, 5, 5]",6,"[0.44214628297362113, 0.7428657074340528, 0.7787769784172662]","[0.0014727540500736377, 0.984977908689249, 0.11762395679921453]"
175497,[6],end,[1.0],[0.7245949926362297]
175519,"[1, 3, 3]",end,"[0.0, 0.4262295081967213, 1.0]","[0.0, 0.7428571428571429, 1.0]"
175522,"[1, 1]",end,"[0.0, 1.0]","[0.0, 1.0]"
175525,"[1, 3, 5]",5,"[0.0, 0.0007402422611036339, 0.23151637505607897]","[0.0, 0.0017792634927481534, 0.5546988731331213]"
175525,"[5, 5, 5]",5,"[0.45874831763122476, 0.5498429789143113, 0.5540376850605653]","[0.5462338922736831, 0.2189572437590985, 0.01008249312557287]"
175525,"[5, 5]",end,"[0.9700762673844774, 1.0]","[1.0, 0.07187146169191783]"
175528,"[3, 3, 5]",end,"[0.0, 0.0003883495145631068, 1.0]","[0.0, 0.0003885003885003885, 1.0]"
175531,"[1, 3]",end,"[0.0, 1.0]","[0.0, 1.0]"
175534,"[3, 5, 5]",5,"[0.0, 2.2426553038797935e-05, 0.23287732675487777]","[0.0, 9.631127805065973e-05, 1.0]"
175534,"[5, 5, 5]",5,"[0.33011886073110563, 0.367032967032967, 0.3990356582193317]","[0.4176057016276606, 0.15852836367138592, 0.13743619377829144]"
175534,"[5, 5, 5]",5,"[0.4328100470957614, 0.432854900201839, 0.5259475218658892]","[0.14504478474429355, 0.00019262255610131947, 0.3998844264663392]"
175534,"[5, 5, 5]",5,"[0.5567840322942363, 0.592016147118188, 0.678470509082754]","[0.13242800731965712, 0.15130501781758643, 0.3712799768852933]"
175534,"[5, 5, 5]",end,"[0.7562457950213052, 0.8190625700829782, 1.0]","[0.33400751227968795, 0.2697678898198979, 0.7770393913127227]"
175537,[3],end,[0],[0]
175543,"[3, 5, 5]",5,"[0.0, 0.0, 3.621613791105316e-05]","[0.0, 0.0, 9.666505558240696e-05]"
175543,"[5, 5, 5]",5,"[3.621613791105316e-05, 3.621613791105316e-05, 0.000217296827466319]","[0.0, 0.0, 0.00038666022232962784]"
175543,"[5, 5, 6]",6,"[0.3748732435173113, 0.5184702303346371, 0.6860423004490801]","[1.0, 0.3832769453842436, 0.447269212179797]"
175543,"[6, 4, 4]",4,"[0.832427929885557, 0.8326090105751123, 0.845357091119803]","[0.39072015466408894, 0.00038666022232962784, 0.034026099565007246]"
175543,"[4, 6, 6]",end,"[0.8454657395335361, 0.9956178473127626, 1.0]","[0.0002899951667472209, 0.40077332044465924, 0.011696471725471242]"
175546,"[3, 3, 5]",5,"[0.0, 0.0037166593790992565, 0.3741437108293252]","[0.0, 0.010034431874077718, 1.0]"
175546,"[5, 5, 6]",end,"[0.37469027838507507, 0.6768328232036146, 1.0]","[0.001574028529267093, 0.815740285292671, 0.8725036891293655]"
175549,"[3, 3, 3]",5,"[0.0, 0.0015154385300246258, 0.0017680116183620635]","[0.0, 0.002834199338686821, 0.0004723665564478035]"
175549,"[5, 5, 5]",6,"[0.0018942981625307824, 0.001957441434615142, 0.536717812717055]","[0.00035427491733585264, 0.00011809163911195088, 1.0]"
175549,"[6, 4, 4]",4,"[0.9051588053292922, 0.9061059544105575, 0.9266906611100587]","[0.6890647142182333, 0.0017713745866792632, 0.03861596598960793]"
175549,"[4, 6, 6]",end,"[0.9979162720212161, 0.9980425585653848, 1.0]","[0.13320736891828058, 0.00023618327822390176, 0.003778932451582428]"
175552,"[3, 3, 5]",5,"[0.0, 0.0008933426551697351, 0.38922551075895284]","[0.0, 0.0023004600920184036, 1.0]"
175552,"[5, 5, 5]",6,"[0.3964110929853181, 0.39644993397032546, 0.6612677697506408]","[0.01850370074014803, 0.0, 0.6819363872774555]"
175552,"[6, 6, 6]",end,"[0.9538957507962402, 0.9989124524197933, 1.0]","[0.7535507101420285, 0.11592318463692738, 0.0028005601120224045]"
175555,"[1, 3, 3]",3,"[0.0, 0.001215367648713736, 0.05975557606175868]","[0.0, 0.002676314615651484, 0.12895871536898448]"
175555,"[3, 3, 3]",3,"[0.2911255654835588, 0.5126375728657919, 0.5171164277193852]","[0.5094910046092085, 0.48773355801159735, 0.009912276354264758]"
175555,"[3, 3]",end,"[0.9712362989804416, 1.0]","[1.0, 0.06333944590375179]"
175564,"[1, 3]",end,"[0.0, 1.0]","[0.0, 1.0]"
175567,"[3, 3, 5]",5,"[0.0, 0.00013246202755210173, 0.00017661603673613564]","[0.0, 0.0003026329062846767, 0.00010087763542822556]"
175567,"[5, 5, 6]",end,"[0.43787530907806427, 0.6219092193571176, 1.0]","[1.0, 0.42045798446484417, 0.8638151921718955]"
175570,[1],end,[0],[0]
175573,"[3, 3, 3]",3,"[0.0, 0.04744847349278078, 0.0554208457327602]","[0.0, 0.24932432432432433, 0.041891891891891894]"
175573,"[3, 3, 3]",3,"[0.07514971159851574, 0.07696829420625298, 0.08394871229655755]","[0.10357142857142858, 0.009555984555984555, 0.03667953667953668]"
175573,"[3, 3, 3]",3,"[0.10097725853264264, 0.10716778720746538, 0.11117234284874536]","[0.08947876447876447, 0.03252895752895753, 0.021042471042471044]"
175573,"[3, 3, 5]",5,"[0.1810683713582424, 0.18117858848598406, 0.18123369704985487]","[0.3672779922779923, 0.0005791505791505791, 0.00028957528957528956]"
175573,"[5, 5, 5]",5,"[0.3715419376171057, 0.4294059296814725, 0.47696462030199493]","[1.0, 0.30405405405405406, 0.2499034749034749]"
175573,"[5, 5, 5]",5,"[0.55340019839083, 0.6362283698886807, 0.6687791616150484]","[0.4015444015444015, 0.43532818532818535, 0.17094594594594595]"
175573,"[5, 5, 5]",5,"[0.7188544766523385, 0.7430838752342114, 0.8435467871707263]","[0.26322393822393825, 0.12731660231660233, 0.5278957528957529]"
175573,"[5, 5]",end,"[0.8780814871964436, 1.0]","[0.18146718146718147, 0.6406370656370657]"
175576,[3],end,[0],[0]
175582,"[3, 5, 5]",5,"[0.0, 0.359275954359769, 0.4480208480067615]","[0.0, 1.0, 0.2470103901195844]"
175582,"[5, 6, 4]",4,"[0.8008874489364699, 0.9657698267361601, 0.9658050429637978]","[0.9820623407175064, 0.45892962164281514, 9.801999607920016e-05]"
175582,"[4, 6]",end,"[0.9748908296943232, 1.0]","[0.02528915898843364, 0.06988825720446971]"
175585,"[3, 5, 5]",5,"[0.0, 3.518525034305619e-05, 0.00014074100137222476]","[0.0, 0.00010065425264217414, 0.0003019627579265224]"
175585,"[5, 5, 5]",5,"[0.34970620315963546, 0.3573062172337356, 0.3575876992364801]","[1.0, 0.021741318570709614, 0.0008052340211373931]"
175585,"[5, 5, 5]",5,"[0.35776362548819535, 0.35857288624608563, 0.4681397558143626]","[0.0005032712632108706, 0.002214393558127831, 0.31353799698037244]"
175585,"[5, 5, 6]",4,"[0.4682453115653918, 0.8051792688504978, 0.9598184441082298]","[0.00020130850528434828, 0.9638651233014595, 0.4423754403623553]"
175585,"[4, 6]",end,"[0.9705851307132051, 1.0]","[0.03090085556114746, 0.08414695520885758]"
175588,"[1, 1, 1]",end,"[0.0, 1.0, 1.0]","[0.0, 1.0, 0.0]"
175591,"[3, 3, 5]",5,"[0.0, 0.08200006680249841, 0.08203346805170514]","[0.0, 0.18759073890119968, 7.641170627340109e-05]"
175591,"[5, 5, 5]",5,"[0.4353184809111861, 0.5175857577073383, 0.5232973713216874]","[0.8082066172537633, 0.18812562084511347, 0.013142813479024986]"
175591,"[5, 5, 5]",5,"[0.5233307725708941, 0.5310798623868532, 0.533618357326564]","[0.0, 0.017727515855429053, 0.005807289676778482]"
175591,"[5, 5]",end,"[0.970740505694913, 1.0]","[1.0, 0.06686024298922595]"
175594,"[3, 3, 3]",3,"[0.0, 0.7709885742672627, 0.773224043715847]","[0.0, 1.0, 0.0028994845360824743]"
175594,[3],end,[1.0],[0.29413659793814434]
175597,"[3, 5, 5]",5,"[0.0, 0.00017500109375683597, 0.000306251914074463]","[0.0, 0.00040326645831232987, 0.0003024498437342474]"
175597,"[5, 5, 5]",6,"[0.4342652141575885, 0.4426215163844774, 0.5517784486153039]","[1.0, 0.01915515676983567, 0.25153745337231576]"
175597,"[6, 4, 4]",4,"[0.7548234676466727, 0.7549109681935512, 0.757798486240539]","[0.46788990825688076, 0.00020163322915616494, 0.006653896562153443]"
175597,"[4, 4, 4]",4,"[0.762829767686048, 0.8031675197969987, 0.813886336789605]","[0.011593910676479484, 0.09295291864099203, 0.024700070571630206]"
175597,"[4, 4, 4]",4,"[0.82688016800105, 0.870630441440259, 0.9935249595309971]","[0.029942534529690493, 0.10071579796350438, 0.28329468696441173]"
175597,"[4, 4]",end,"[0.9986437415233845, 1.0]","[0.011795543905635648, 0.003024498437342474]"
175600,"[3, 5, 5]",5,"[0.0, 4.622887918082426e-05, 0.2444814275477891]","[0.0, 0.00016215339711366953, 0.8573860872385276]"
175600,"[5, 5, 5]",5,"[0.3487506645401382, 0.4091024663107043, 0.48221343873517786]","[0.3657369871898816, 0.21169125993189558, 0.25644559753526835]"
175600,"[5, 5]",end,"[0.7149065020918568, 1.0]","[0.8161991243716555, 1.0]"
175603,[1],end,[0],[0]
175606,"[3, 5, 5]",6,"[0.0, 0.00012626262626262626, 0.6409090909090909]","[0.0, 0.00019704433497536947, 1.0]"
175606,"[6, 6, 6]",6,"[0.9289772727272727, 0.9298611111111111, 0.9993055555555556]","[0.4495566502463054, 0.001379310344827586, 0.10837438423645321]"
175606,[6],end,[1.0],[0.001083743842364532]
175615,"[3, 3, 3]",3,"[0.0, 0.011220836089128104, 0.01124364266654503]","[0.0, 0.017031293270562173, 3.461644973691498e-05]"
175615,"[3, 3, 5]",5,"[0.03726594749925879, 0.03936415262161608, 0.2744315460578831]","[0.039497369149819994, 0.0031500969260592634, 0.3567917474383827]"
175615,"[5, 5]",end,"[0.34116359157981163, 1.0]","[0.10132234837995015, 1.0]"
175624,"[3, 5, 5]",6,"[0.0, 0.0017341040462427746, 0.9795761078998073]","[0.0, 0.0017732243128755789, 1.0]"
175624,[6],end,[1.0],[0.02078612944537484]
175627,"[1, 1, 1]",1,"[0.0, 0.0014443500424808837, 0.003058623619371283]","[0.0, 0.0028769673379590455, 0.003215434083601286]"
175627,"[1, 1, 1]",3,"[0.005437553101104503, 0.0135089209855565, 0.014018691588785047]","[0.004738534438991369, 0.01607717041800643, 0.001015400236926722]"
175627,"[3, 5, 6]",end,"[0.022090059473237042, 0.49804587935429057, 1.0]","[0.01607717041800643, 0.948045354543916, 1.0]"
175630,"[1, 1, 3]",3,"[0.0, 0.0003586972117270075, 0.00447175857286336]","[0.0, 0.00043502218613149273, 0.005017255880049883]"
175630,"[3, 3, 3]",3,"[0.011669615954851978, 0.03515232674924674, 0.04904586541680616]","[0.008729445201705287, 0.028479452452075057, 0.016849859342826484]"
175630,"[3, 3, 3]",3,"[0.0844134104930891, 0.11212874838586255, 0.11796355636328854]","[0.04289318755256518, 0.03361271424842667, 0.007076360894405615]"
175630,"[3, 3, 3]",3,"[0.14032234922760534, 0.1408006121765747, 0.14197235640154957]","[0.027087381456454278, 0.0006090310605840898, 0.0013920709956207766]"
175630,"[3, 3, 3]",end,"[0.15082022095748243, 0.1754507628294036, 1.0]","[0.010759548736985586, 0.0298425219686204, 1.0]"
175642,"[3, 3, 3]",3,"[0.0, 0.027864312911041883, 0.0888427368178147]","[0.0, 0.04818916492068243, 0.10545744786989923]"
175642,"[3, 3, 3]",3,"[0.0938617745471328, 0.10193838698511595, 0.11878389292719511]","[0.008680035917390003, 0.013967873890052879, 0.02903322358575277]"
175642,"[3, 3, 3]",3,"[0.20393446405907464, 0.28302757586246685, 0.42177223952924886]","[0.14726129901227178, 0.13678539359473213, 0.23994811932555124]"
175642,[3],end,[1.0],[1.0]
175648,[1],end,[0],[0]
175651,"[1, 1, 3]",5,"[0.0, 0.000144641049129743, 0.0013499831252109348]","[0.0, 0.0007450947926152827, 0.006209123271794023]"
175651,"[5, 5, 5]",5,"[0.0013499831252109348, 0.17033894219179402, 0.18872442665895248]","[8.278831029058697e-05, 0.870519082705522, 0.0947098269724315]"
175651,"[5, 5, 5]",5,"[0.18883692525272006, 0.34787779438471306, 0.5420021535445093]","[0.0005795181720341088, 0.8192731186356487, 1.0]"
175651,"[5, 5, 5]",6,"[0.6779808109541487, 0.6965430789257991, 0.8591999742860357]","[0.7004718933686563, 0.09562049838562794, 0.8378177001407401]"
175651,"[6, 4, 4]",4,"[0.8862157080179355, 0.8869710557189464, 0.887871044469087]","[0.1391671495984767, 0.0038910505836575876, 0.00463614537627287]"
175651,"[4, 4, 4]",4,"[0.8906192244025521, 0.8906352956302332, 0.9991964386159459]","[0.014156801059690373, 0.0, 0.559235036012915]"
175651,[4],end,[1.0],[0.004222203824819935]
175654,[1],end,[0],[0]
175657,"[3, 3, 3]",3,"[0.0, 0.023571674622311894, 0.024162196742286306]","[0.0, 0.04399742812528704, 0.0011022320198401765]"
175657,"[3, 3, 3]",5,"[0.024949559568918853, 0.03036267900201762, 0.031396092711972835]","[0.0014696426931202352, 0.010103793515201617, 0.001837053366400294]"
175657,"[5, 5, 6]",6,"[0.031494513065301905, 0.567245706412086, 0.7975493332021062]","[0.0002755580049600441, 1.0, 0.42977863506934877]"
175657,"[6, 6]",end,"[0.9995078982333546, 1.0]","[0.3769633507853403, 0.000918526683200147]"
175660,[1],end,[0],[0]
175663,[1],end,[0],[0]
175666,[3],end,[0],[0]
175669,"[3, 3, 5]",5,"[0.0, 0.0006495397227137322, 0.000783927251551056]","[0.0, 0.0022145857197403587, 0.0004581901489117984]"
175669,"[5, 5, 5]",5,"[0.23663404036105448, 0.26163012072479674, 0.5549309024122562]","[0.8041237113402062, 0.0852233676975945, 1.0]"
175669,"[5, 5, 5]",5,"[0.6869666494949269, 0.8186440298340314, 0.8483660716285528]","[0.45017182130584193, 0.4489499809087438, 0.10133638793432607]"
175669,"[5, 5, 5]",end,"[0.9507917665240666, 0.9824848254082021, 1.0]","[0.34921725849560903, 0.10805651011836578, 0.05971744940817106]"
175672,"[1, 3, 3]",5,"[0.0, 0.015243219009190765, 0.01613987895090787]","[0.0, 0.015493278651173389, 0.000911369332421964]"
175672,[5],end,[1.0],[1.0]
175675,"[1, 3, 3]",3,"[0.0, 0.002775593283064255, 0.003122542443447287]","[0.0, 0.0036917397323488694, 0.00046146746654360867]"
175675,"[3, 3, 3]",3,"[0.008326779849192764, 0.011194892908359162, 0.035365684415043716]","[0.00692201199815413, 0.003814797723427165, 0.032148900169204735]"
175675,"[3, 3, 3]",3,"[0.04695378637183698, 0.081209233473655, 0.11294351667668964]","[0.01541301338255653, 0.045562221196738965, 0.04220889093985541]"
175675,"[3, 3, 3]",3,"[0.1685479021140769, 0.23858537262339824, 0.24628764398390157]","[0.07398861713582526, 0.09315489924626981, 0.010244577757268112]"
175675,"[3, 3, 3]",end,"[0.24804551972984226, 0.24816116944996994, 1.0]","[0.0023381018304876175, 0.00015382248884786957, 1.0]"
175678,[1],end,[0],[0]
175681,"[1, 3, 3]",3,"[0.0, 0.027264325323475048, 0.449630314232902]","[0.0, 0.06455142231947483, 1.0]"
175681,"[3, 3, 3]",3,"[0.4537892791127542, 0.4542513863216266, 0.45748613678373384]","[0.009846827133479213, 0.0010940919037199124, 0.008205689277899343]"
175681,"[3, 3, 3]",end,"[0.46233826247689463, 0.8059149722735675, 1.0]","[0.010940919037199124, 0.813457330415755, 0.45951859956236324]"
175684,"[3, 3, 5]",5,"[0.0, 0.016588063099691006, 0.01662872011709221]","[0.0, 0.04000392195313266, 9.804882831650162e-05]"
175684,"[5, 6, 4]",4,"[0.41092047487396327, 0.5232964709708896, 0.5234997560578956]","[0.9508775370134327, 0.27100696146681047, 0.0004902441415825081]"
175684,"[4, 4, 4]",4,"[0.5252886648235485, 0.5326069279557651, 0.5427305252886648]","[0.0043141484459260715, 0.017746837925286793, 0.024414158250808903]"
175684,"[4, 4, 4]",4,"[0.5500081314034803, 0.5500487884208815, 0.5502520735078874]","[0.01755074026865379, 9.804882831650162e-05, 0.0005882929698990097]"
175684,"[4, 6, 6]",end,"[0.578752642706131, 0.9933729061636039, 1.0]","[0.06863417982155114, 1.0, 0.015981959015589763]"
175687,"[1, 3, 3]",5,"[0.0, 0.003682676077949977, 0.004833512352309345]","[0.0, 0.0045662100456621, 0.0014269406392694063]"
175687,"[5, 5]",end,"[0.8112628510050637, 1.0]","[1.0, 0.23401826484018265]"
175690,"[3, 5, 5]",end,"[0.0, 0.00019016829894456593, 1.0]","[0.0, 0.0001902044698050404, 1.0]"
175693,"[3, 5, 5]",end,"[0.0, 0.0002866424613032677, 1.0]","[0.0, 0.00028672464876230524, 1.0]"
175696,[1],end,[0],[0]
175699,"[1, 3, 3]",3,"[0.0, 0.011868204830276372, 0.03975433645945722]","[0.0, 0.014334402566158781, 0.03368083400160385]"
175699,"[3, 3, 3]",3,"[0.13594489169225663, 0.14216947464519877, 0.14250145240268902]","[0.11617882919005613, 0.0075180433039294305, 0.0003007217321571772]"
175699,"[3, 5, 5]",end,"[0.17188148394057598, 0.17204747281932112, 1.0]","[0.03558540497193264, 0.00020048115477145148, 1.0]"
175702,"[1, 3, 3]",3,"[0.0, 0.011577424023154847, 0.45357605301241527]","[0.0, 0.02619786280592899, 1.0]"
175702,"[3, 3, 3]",3,"[0.4695711783075634, 0.4813009368573387, 0.5589153781704623]","[0.03619441571871768, 0.026542571527059633, 0.17562909341606342]"
175702,"[3, 3, 3]",3,"[0.7922157056896946, 0.8178840734252418, 0.8981643689542235]","[0.5279214064115823, 0.058083419510513615, 0.18166149603584972]"
175702,"[3, 3, 3]",3,"[0.9204052098408104, 0.9255084164825957, 0.9875085688171225]","[0.050327473285074115, 0.011547742157876593, 0.14029644950017237]"
175702,"[3, 3, 3]",end,"[0.9918501028258054, 0.9998476654733796, 1.0]","[0.00982419855222337, 0.018269562219924165, 0.0001723543605653223]"
175705,"[1, 1]",end,"[0.0, 1.0]","[0.0, 1.0]"
175711,"[1, 3]",end,"[0.0, 1.0]","[0.0, 1.0]"
175714,"[1, 3, 3]",3,"[0.0, 0.29357798165137616, 0.7486238532110092]","[0.0, 0.6451612903225806, 1.0]"
175714,"[3, 3, 3]",end,"[0.8752293577981651, 0.9486238532110092, 1.0]","[0.2782258064516129, 0.15725806451612903, 0.11290322580645161]"
175717,[3],end,[0],[0]
175720,"[3, 3, 3]",3,"[0.0, 0.0020495680141262534, 0.03228857917638898]","[0.0, 0.005779318929492309, 0.08526718235974037]"
175720,"[3, 3, 3]",3,"[0.03764898782871918, 0.05082928675033108, 0.0988522419120893]","[0.01511514181559527, 0.03716546634658131, 0.1353249755490353]"
175720,"[3, 3, 3]",5,"[0.14123100208109984, 0.21697042315696538, 0.40928296651321183]","[0.1194985329421179, 0.21356806259446964, 0.5422779407842091]"
175720,"[5, 5, 5]",end,"[0.7639212965882576, 0.8582014252380652, 1.0]","[1.0, 0.2658486707566462, 0.39983995732195254]"
175726,"[3, 3, 3]",3,"[0.0, 0.0011888839352058255, 0.02489225739337197]","[0.0, 0.0016212382206910528, 0.032424764413821056]"
175726,"[3, 3, 3]",3,"[0.10179818695199881, 0.11153217417149651, 0.12119185614504384]","[0.10487384740095247, 0.013273887931907995, 0.013172560543114805]"
175726,"[3, 5, 5]",5,"[0.14415217714370634, 0.1442264823896567, 0.8776192599197503]","[0.031310163137095955, 0.0001013273887931908, 1.0]"
175726,[5],end,[1.0],[0.16688620934238524]
175729,[1],end,[0],[0]
175735,"[3, 3, 5]",5,"[0.0, 0.00938613990908199, 0.34689472479314515]","[0.0, 0.027810077519379844, 1.0]"
175735,"[5, 5, 6]",4,"[0.4374202832194133, 0.46557870294665926, 0.46803152696471206]","[0.2682170542635659, 0.08333333333333333, 0.007364341085271318]"
175735,"[4, 4, 4]",4,"[0.46809693560519344, 0.5255257219478693, 0.52555842626811]","[0.0001937984496124031, 0.17015503875968993, 9.689922480620155e-05]"
175735,"[4, 4, 4]",4,"[0.5255911305883507, 0.5276842070837557, 0.5277169114039965]","[0.0, 0.006201550387596899, 9.689922480620155e-05]"
175735,"[4, 4, 4]",4,"[0.7529515649017235, 0.8053111816070903, 0.8462569905484515]","[0.6673449612403101, 0.1551356589147287, 0.12131782945736434]"
175735,"[4, 4, 6]",6,"[0.8466494423913399, 0.9889786440788828, 0.9942113353173955]","[0.0011627906976744186, 0.42180232558139535, 0.015503875968992248]"
175735,"[6, 4]",end,"[0.9999672956797593, 1.0]","[0.01695736434108527, 9.689922480620155e-05]"
175738,[1],end,[0],[0]
175741,"[3, 3, 5]",5,"[0.0, 0.013811837624823048, 0.013888357500860848]","[0.0, 0.0351680467608378, 0.0001948368241597662]"
175741,"[5, 5, 5]",5,"[0.014423996633125455, 0.40716226039713815, 0.45295940620576197]","[0.0013638577691183634, 1.0, 0.11660983925962007]"
175741,"[5, 6, 6]",end,"[0.8246929639973983, 0.9995408807437732, 1.0]","[0.9464198733560643, 0.44520214320506574, 0.0011690209449585973]"
175744,"[1, 3, 3]",3,"[0.0, 0.0037224572842246423, 0.013456336269681625]","[0.0, 0.005176016717569522, 0.01353480147886192]"
175744,"[3, 3, 3]",3,"[0.03634598043975862, 0.03768698989618737, 0.048137615315252825]","[0.03182768043722874, 0.0018646519852113807, 0.014531425815785244]"
175744,"[3, 3, 3]",3,"[0.04818385702064692, 0.04834570298952626, 0.06818339460359298]","[6.429834431763383e-05, 0.00022504420511171836, 0.02758398971226491]"
175744,"[3, 3, 3]",3,"[0.08020623800605767, 0.1131996948047444, 0.11322281565744145]","[0.016717569522584793, 0.04590901784279055, 3.214917215881691e-05]"
175744,"[3, 3, 3]",3,"[0.14667868951006913, 0.24020253866962613, 0.24644516889782894]","[0.04651985211380807, 0.1300434013824144, 0.008680276482880566]"
175744,"[3, 3, 3]",3,"[0.27254861159279553, 0.28077963515294446, 0.28082587685833854]","[0.03629641536730429, 0.01144510528853882, 6.429834431763383e-05]"
